n_batteries,rho_agents,run,feeder_limit_kw,sync_metric,violation_fraction,peak_charge_kw,peak_charge_ratio,peak_discharge_kw,peak_discharge_ratio,mean_abs_aggregate_power_kw,mean_abs_aggregate_power_ratio,fraction_charging_mean,fraction_charging_peak,fraction_discharging_mean,fraction_discharging_peak,max_feeder_loading_ratio,mean_feeder_loading_ratio,mean_headroom_before_battery_kw,min_headroom_before_battery_kw,mean_headroom_after_battery_kw,min_headroom_after_battery_kw,mean_initial_soc,low_soc_fraction,high_soc_fraction
10,0.0,10,60.0,1.419057899485747,0.0,30.468851826837344,0.5078141971139557,30.345737784978866,0.5057622964163144,11.939981753231654,0.19899969588719424,0.17916666666666667,0.8,0.19583333333333333,0.9,0.9843716057720886,0.4835183679977109,29.907255272209387,24.600296276670036,30.988897920137344,0.9377036536746814,0.4552359559906093,0.4,0.2
10,0.0,11,60.0,1.2281482496850267,0.0,22.072915253302533,0.36788192088837557,34.21566256886067,0.5702610428143445,9.335253958965621,0.15558756598276036,0.18333333333333335,0.8,0.12083333333333335,0.8,0.9306555960554357,0.5351329201563576,29.361926290915466,21.5138341239222,27.89202479061855,4.16066423667386,0.5393817454295244,0.1,0.3
10,0.0,12,60.0,1.2792354134813437,0.0,25.13560794422694,0.418926799070449,27.284200332854002,0.45473667221423336,8.816483867219892,0.1469413977869982,0.18333333333333335,0.7,0.1125,0.6,0.9748427658308321,0.544728893958229,28.78179293186847,21.95924248832239,27.31626636250627,1.5094340501500767,0.4534802364162944,0.3,0.2
10,0.0,13,60.0,1.3633609340833317,0.041666666666666664,39.69130000997593,0.6615216668329322,35.412085969764604,0.5902014328294101,10.967013810713695,0.18278356351189493,0.19999999999999998,1.0,0.15416666666666667,0.8,1.0738696664338951,0.5062657829020395,30.2033042556525,23.790225517844718,29.624053025877632,-4.432179986033702,0.5487971675512522,0.2,0.3
10,0.0,14,60.0,1.518545141349871,0.041666666666666664,25.6454486763589,0.42742414460598166,35.58543607027395,0.5930906011712325,13.446553450268908,0.22410922417114848,0.21666666666666667,0.8,0.20833333333333334,0.9,1.0074738761496518,0.4896929268100522,30.347931883469425,22.84766745325245,30.61842439139686,-0.44843256897910777,0.48671403266551705,0.1,0.1
10,0.0,15,60.0,1.3448658199148646,0.0,26.994324822204955,0.4499054137034159,37.898567702438335,0.6316427950406389,9.157184731241188,0.15261974552068647,0.13333333333333333,0.7,0.15833333333333333,0.8,0.9073725667202756,0.47979956066627877,30.734068736726943,22.669334888421126,31.212026360023277,5.557645996783464,0.5341333310549472,0.0,0.2
10,0.0,16,60.0,1.7119340379461077,0.0,30.27924151280851,0.5046540252134751,33.313065678256535,0.5552177613042756,15.19732063336284,0.25328867722271403,0.25833333333333336,0.8,0.1875,0.7,0.9906919495730497,0.5178621821049006,29.424205973468364,21.70997208082217,28.928269073705952,0.558483025617015,0.4825181644943798,0.2,0.0
10,0.0,17,60.0,1.3765294286905905,0.08333333333333333,37.79411202351732,0.6299018670586221,36.336036286248955,0.6056006047708159,13.43453049540203,0.22390884159003382,0.19999999999999998,1.0,0.2125,0.8,1.1269110815694576,0.5118579052002731,29.436855615392002,23.591425437075877,29.28852568798361,-7.614664894167461,0.4975733670546961,0.3,0.3
10,0.0,18,60.0,1.6614271977784603,0.0,27.30888804203114,0.4551481340338523,37.87712181663188,0.6312853636105313,15.491322387690209,0.2581887064615035,0.225,0.7,0.2333333333333333,0.9,0.9735300309882438,0.4661049864718126,30.87113531948837,17.749434794438564,32.03370081169124,1.588198140705373,0.5510738050622013,0.2,0.2
10,0.0,19,60.0,1.4404079480899536,0.125,34.24043868530394,0.570673978088399,48.09019959134868,0.801503326522478,17.453194812258065,0.2908865802043011,0.3375000000000001,1.0,0.1958333333333333,1.0,1.2010564306762415,0.553618658560214,28.793345432820047,21.942442280904814,26.782880486387167,-12.063385840574483,0.4438370554552472,0.3,0.0
