topology,sync_collapse_threshold,failure_threshold,rho_c_sync_collapse,rho_c_failure,protection_gap
legacy_ring,1.9219744479160124,0.47916666666666674,0.20512820512820512,,
linear,1.9130404298243189,0.48924425138082195,0.23076923076923075,,
small_world,2.0077955464798753,0.47624915654110483,0.20512820512820512,,
star,1.8705245841653224,0.49424460562909683,0.3076923076923077,,
