n_batteries,rho_agents,sync_mean,sync_std,violation_mean,violation_std,mean_abs_aggregate_power_kw,peak_charge_kw,peak_discharge_kw
20,0.0,1.6471252746224825,0.14153431823610166,0.041666666666666664,0.03576646146995634,29.110624311266243,59.482457001067175,70.194218481568
20,0.05263157894736842,1.6376771340628178,0.14328463131459804,0.025,0.031414043121877164,27.928196445741822,58.92507922346567,71.34101381332263
20,0.10526315789473684,1.5327955575721484,0.19968005324493993,0.03333333333333333,0.037267799624996496,26.153312526097984,58.09091200498226,71.30807460442746
20,0.15789473684210525,1.5552849694172706,0.1657520370958386,0.03125,0.022921650175840868,28.265232746978832,62.67935284122359,75.3405803512757
20,0.21052631578947367,1.520230869497801,0.17518956243439918,0.041666666666666664,0.033113308926626096,28.708632337265538,63.86789680322761,76.81896660068911
20,0.2631578947368421,1.559914653319232,0.11744691846833016,0.02708333333333333,0.02795084971874737,28.604035705679316,60.32146373378566,73.07174762241542
20,0.3157894736842105,1.4161998140955743,0.17255118923111945,0.06458333333333333,0.04962395137136504,29.658031318582317,68.12166834068859,79.52902098883513
20,0.3684210526315789,1.3185673179381936,0.15727347203211808,0.06041666666666666,0.049623951371365035,29.948796165996225,66.48012554834638,77.70416014922492
20,0.42105263157894735,1.365987666213985,0.17320654965033813,0.05833333333333333,0.039180195498468934,29.053107375203098,65.35916484289241,83.87665928736105
20,0.47368421052631576,1.3690164086465568,0.16994654492286115,0.08125,0.058105759092933994,29.168015778234047,67.89378811487839,80.40334037318925
20,0.5263157894736842,1.2957157392362992,0.22094061907711554,0.07083333333333333,0.0407800404107994,31.002631600549574,70.24327656820722,80.5552171389137
20,0.5789473684210527,1.2317499910694691,0.17085636179628658,0.075,0.041885390829169554,29.655619414821796,72.26652434748571,83.75141886738444
20,0.631578947368421,1.1019898261975722,0.18188754763637296,0.08333333333333333,0.033113308926626096,28.244963678922392,71.56005344958214,84.53020659717045
20,0.6842105263157894,1.1174747790460517,0.25651571490210334,0.10208333333333333,0.03935471839118052,29.780529816343225,72.90308999537304,84.37957695915999
20,0.7368421052631579,0.9535463418757238,0.17343083979971685,0.1125,0.04892857905103332,30.62611562499702,73.21551790568603,86.11931358361656
20,0.7894736842105263,0.9487931397825017,0.15675815303432564,0.08541666666666667,0.03163144393817701,26.936413485972697,72.61142941940952,85.93006390290239
20,0.8421052631578947,0.8352979326516532,0.13831564940029062,0.1125,0.04892857905103331,28.34166224174976,74.26136444656883,87.27053674762503
20,0.894736842105263,0.7860782008293172,0.1827853121099786,0.13333333333333333,0.06972166887783963,31.69716840412723,74.98604688887869,89.40144949147297
20,0.9473684210526315,0.6399239256654448,0.2169176239717999,0.13125,0.045392617969025224,28.840831999103425,75.69877488621832,90.84687405705075
20,1.0,0.07461919783666217,0.007945199838046382,0.17291666666666666,0.05107578075876042,30.98538391032121,77.78862791476172,98.93713753876712
30,0.0,1.6098385189555864,0.13721352870348621,0.024999999999999998,0.028356543640780024,38.6168213861963,88.64112427054567,107.59193403707897
30,0.05263157894736842,1.7131119505351708,0.11290036099951184,0.029166666666666664,0.04078004041079941,40.61671119481568,86.86885142713712,103.34721988332312
30,0.10526315789473684,1.6221271057332534,0.12190611437236677,0.020833333333333332,0.031703579593861754,40.512348079239686,85.18027391655606,107.24291404183312
