topology,rho_agents,run_id,run_seed,sync_index,mean_aggregate_battery_kw,std_aggregate_battery_kw,feeder_violation_fraction
legacy_ring,0.07692307692307693,18,3396665556,1.872574208096544,-14.606852632708351,68.07720369247421,0.4166666666666667
legacy_ring,0.07692307692307693,19,1950684000,2.108303606989118,-13.41258914377005,66.36300249939448,0.4166666666666667
legacy_ring,0.10256410256410256,0,112640008,1.9776265281480712,-15.179269961232295,64.03290603416083,0.3333333333333333
legacy_ring,0.10256410256410256,1,247788137,2.0353678234964057,-14.05917056657301,63.965019318681435,0.4166666666666667
legacy_ring,0.10256410256410256,2,3788384989,2.034500387046838,-12.988980927336721,67.64859617530604,0.4166666666666667
legacy_ring,0.10256410256410256,3,2388940062,2.1473913533641027,-13.209200380411962,64.21570276342354,0.4583333333333333
legacy_ring,0.10256410256410256,4,3960863222,2.078923366192311,-13.934386528291112,65.56762216650164,0.3333333333333333
legacy_ring,0.10256410256410256,5,265796098,2.0008682456964926,-14.848799155674252,69.4456495021912,0.4583333333333333
legacy_ring,0.10256410256410256,6,1413764943,2.0047540348240633,-14.268967597848906,69.82406961951807,0.4166666666666667
legacy_ring,0.10256410256410256,7,2780608310,1.6297308704144966,-12.776560304482983,64.54557951948566,0.3333333333333333
legacy_ring,0.10256410256410256,8,2972019771,2.1296534271700227,-13.643383048267042,65.45045494393034,0.4583333333333333
legacy_ring,0.10256410256410256,9,3969794287,1.871926496125359,-12.335996018681454,57.897031931335874,0.375
legacy_ring,0.10256410256410256,10,2651861757,1.834937626739336,-11.54647098627378,62.99735071816852,0.2916666666666667
legacy_ring,0.10256410256410256,11,2140502379,1.9981768297704807,-14.653646568707552,67.1379721063758,0.5
legacy_ring,0.10256410256410256,12,1973602947,2.0227285829664363,-13.559504743191306,65.81786373571455,0.3333333333333333
legacy_ring,0.10256410256410256,13,3709486112,2.034561356852065,-14.290286816895327,63.095595634103425,0.4166666666666667
legacy_ring,0.10256410256410256,14,1717844426,2.074660361161189,-13.701717941147557,70.56156261290546,0.4583333333333333
legacy_ring,0.10256410256410256,15,1406653664,2.08536117233998,-14.513763618907836,65.55119047777193,0.4583333333333333
legacy_ring,0.10256410256410256,16,3175059466,2.1358645118887165,-14.697923926093361,65.72176201521893,0.4166666666666667
legacy_ring,0.10256410256410256,17,1272404398,2.1509040420217174,-11.638303427945862,65.75851471140886,0.4166666666666667
legacy_ring,0.10256410256410256,18,2834690772,2.164291652929063,-13.376401436308376,69.30144891213226,0.4166666666666667
legacy_ring,0.10256410256410256,19,2487443991,2.0523542767161147,-11.253889031318032,70.61175149769402,0.375
legacy_ring,0.1282051282051282,0,431319629,2.0766845996906738,-14.713229295455454,61.873180117003216,0.4166666666666667
legacy_ring,0.1282051282051282,1,2415186787,2.114101859277978,-13.407486161604531,68.34512172254456,0.4166666666666667
legacy_ring,0.1282051282051282,2,1130145360,2.135782290962373,-13.730766733848506,71.13668242652177,0.4583333333333333
legacy_ring,0.1282051282051282,3,944420541,2.208567951291604,-13.261624197147247,67.16832806407638,0.4166666666666667
legacy_ring,0.1282051282051282,4,1735410072,1.907527264778163,-15.149799047904644,66.65684131241309,0.4583333333333333
legacy_ring,0.1282051282051282,5,2227806958,2.208928895132388,-14.702062354899136,66.45091055622684,0.4166666666666667
legacy_ring,0.1282051282051282,6,2803023367,1.7145369626494098,-15.2715561071382,63.89259099176314,0.3333333333333333
legacy_ring,0.1282051282051282,7,598707200,1.911327092885249,-14.074243040392616,67.25731536087164,0.2916666666666667
legacy_ring,0.1282051282051282,8,2287153039,1.8413088240558733,-12.705502993909974,71.49075331531758,0.375
legacy_ring,0.1282051282051282,9,1627116391,2.2304065891055007,-14.983029314520737,65.50738848484298,0.5
