n_batteries,rho_agents,run,feeder_limit_kw,sync_index,feeder_violation_fraction,mean_abs_aggregate_battery_power_kw,peak_charge_kw,peak_discharge_kw
5,0.47368421052631576,11,30.0,1.0105692700863127,0.041666666666666664,4.484575860443981,18.312421783918428,15.10956052369825
5,0.47368421052631576,12,30.0,1.2726577082286352,0.0,6.35866279923528,15.91539481659343,14.36364382197557
5,0.47368421052631576,13,30.0,0.9441640016961897,0.08333333333333333,8.808553336819875,19.084638167341627,21.916045936368747
5,0.47368421052631576,14,30.0,1.0995529400394661,0.08333333333333333,6.860934245150429,19.513706002028727,15.13750003883119
5,0.47368421052631576,15,30.0,1.158215337901195,0.125,8.99858130846492,19.95142097178686,24.5
5,0.47368421052631576,16,30.0,0.7072642963826317,0.16666666666666666,9.673998543157332,18.53065664794969,25.0
5,0.47368421052631576,17,30.0,1.4158236504949817,0.08333333333333333,9.320385972587012,17.931946230176464,22.157667150588306
5,0.47368421052631576,18,30.0,1.3275460189947739,0.08333333333333333,5.440150152373715,17.927938268225247,16.815292964073816
5,0.47368421052631576,19,30.0,1.2519541097277667,0.041666666666666664,6.625384865441508,18.718807964999804,24.0
5,0.5263157894736842,0,30.0,1.2279909798856046,0.0,6.950880024308269,16.708978400612803,17.455891742091215
5,0.5263157894736842,1,30.0,0.9347816026253541,0.0,6.116831546441691,11.769700025441887,24.5
5,0.5263157894736842,2,30.0,1.237587594115396,0.041666666666666664,6.920532872769833,15.945595295012875,19.930871274256255
5,0.5263157894736842,3,30.0,1.2890023925071705,0.041666666666666664,6.379072179244523,18.693069133781105,15.0
5,0.5263157894736842,4,30.0,1.1904030796759362,0.125,8.318498432158902,20.168953131495915,25.0
5,0.5263157894736842,5,30.0,1.2644724074993123,0.041666666666666664,7.274769241627658,16.41095021286114,19.143661337390785
5,0.5263157894736842,6,30.0,1.4933577637121276,0.08333333333333333,7.5452655092174465,18.240490534489282,16.996239706974137
5,0.5263157894736842,7,30.0,1.21038323101921,0.0,6.228951207174042,10.741840181466127,21.632368512812352
5,0.5263157894736842,8,30.0,1.2715089827811568,0.16666666666666666,8.673909503804737,19.302779505651397,23.30057621601018
5,0.5263157894736842,9,30.0,1.170837835120244,0.08333333333333333,7.167557975755727,17.948865198607624,25.0
5,0.5263157894736842,10,30.0,1.2255498250613888,0.125,8.591325489375661,19.10861494965177,20.0
5,0.5263157894736842,11,30.0,0.8667624616070867,0.0,4.847978339124565,17.43315752065909,22.459977374538525
5,0.5263157894736842,12,30.0,1.2133293627745514,0.041666666666666664,6.143616051291741,16.35815898204377,13.795763702851648
5,0.5263157894736842,13,30.0,1.056912096376606,0.041666666666666664,9.136792931046172,21.44755531699317,20.0
5,0.5263157894736842,14,30.0,1.0949552961760867,0.125,7.650946163588249,16.90379854367479,24.10030308049125
5,0.5263157894736842,15,30.0,0.61708801443801,0.041666666666666664,4.333464960500957,17.836772012070696,24.667508145731965
5,0.5263157894736842,16,30.0,1.3904528609620312,0.041666666666666664,7.66770585190451,14.200914059445308,19.849504781147925
5,0.5263157894736842,17,30.0,1.481743571763274,0.08333333333333333,7.222005162102749,18.070907873713708,14.785396613615973
5,0.5263157894736842,18,30.0,0.9916103909988428,0.125,8.694774332238268,20.231875917896826,22.78686133479775
5,0.5263157894736842,19,30.0,0.9115726088119777,0.16666666666666666,8.828689167218881,20.122442566203148,23.39463917005039
5,0.5789473684210527,0,30.0,0.9332242662197011,0.20833333333333334,10.230996372356499,19.51996438997847,25.0
5,0.5789473684210527,1,30.0,0.7829497967169269,0.125,7.35206940949925,18.989341518850157,25.0
5,0.5789473684210527,2,30.0,0.9228556808512987,0.041666666666666664,6.389510329338968,16.49759704456114,23.722270333179107
5,0.5789473684210527,3,30.0,1.1100098651081245,0.125,8.247514565612706,19.63442558660389,20.0
5,0.5789473684210527,4,30.0,0.7818759632025557,0.0,4.112945842166497,13.740914928585404,24.5
5,0.5789473684210527,5,30.0,0.9867414035124007,0.041666666666666664,6.862779554708228,18.37064529597589,22.957021298534404
5,0.5789473684210527,6,30.0,1.3386918842845368,0.08333333333333333,8.98666885902748,18.915059912013486,22.945483650516103
5,0.5789473684210527,7,30.0,0.8496520013157162,0.08333333333333333,7.955994186364392,17.060999554306207,24.433645908385653
5,0.5789473684210527,8,30.0,1.0385538510003278,0.16666666666666666,7.600584948192085,19.25013836216845,17.626629451011976
5,0.5789473684210527,9,30.0,1.1933964381708995,0.0,5.326773614000643,14.852370857785246,13.976003363540036
5,0.5789473684210527,10,30.0,0.7364976268556213,0.08333333333333333,6.675715256972712,18.913515267540248,24.5
5,0.5789473684210527,11,30.0,1.2435164386037107,0.08333333333333333,5.8757929030249185,19.278494131476485,18.013659968698786
5,0.5789473684210527,12,30.0,0.9111586186684028,0.125,8.032452471484293,20.083674456931444,20.0
5,0.5789473684210527,13,30.0,1.0378148718372124,0.125,8.877694262931097,20.058127720485878,22.49344717245103
5,0.5789473684210527,14,30.0,0.7916590604348118,0.125,8.234035360882679,18.32896680864752,23.308378508960878
