topology,sync_collapse_threshold,failure_threshold,rho_c_sync_collapse,rho_c_failure,protection_gap
legacy_ring,1.9219744479160124,0.47916666666666674,0.2631578947368421,,
linear,1.950865940509947,0.4968090068140443,0.2631578947368421,,
small_world,1.9516637103526797,0.47465877524390987,0.21052631578947367,,
star,1.9130404298243189,0.48924425138082195,0.3157894736842105,,
