topology,rho_agents,run_id,run_seed,sync_index,feeder_violation_fraction,peak_charge_kw,peak_charge_ratio,pv_surplus_kwh,pv_absorbed_by_batteries_kwh,pv_curtailment_risk_kwh,pv_curtailment_fraction,pv_absorption_fraction
linear,0.0,119,491902919,1.6254327171897895,0.0,46.47294125455089,0.38727451045459077,184.08977371832384,158.6566225408276,25.43315117749622,0.13815624118486636,0.8618437588151336
linear,0.0,120,1888125925,1.5752194266434483,0.0,46.788361883815874,0.38990301569846564,187.60900796243322,148.08783644190112,39.52117152053213,0.2106571104967723,0.7893428895032278
linear,0.0,121,2870768860,1.4059350881008064,0.0,49.55883047497756,0.41299025395814637,190.47485271045394,157.04634716997893,33.428505540474994,0.1755008866776266,0.8244991133223732
linear,0.0,122,2810750550,1.6124509165628773,0.0,53.53852557076471,0.4461543797563726,192.73495529630304,154.78137540942885,37.95357988687419,0.19692110249812167,0.8030788975018783
linear,0.0,123,2023342797,1.5489836496988552,0.0,45.78576145587844,0.38154801213232037,191.257779237556,142.2275666310917,49.03021260646431,0.25635669723826104,0.743643302761739
linear,0.0,124,3672540667,1.6030826393381847,0.0,40.76959359966599,0.3397466133305499,194.13326190547582,138.56961368551154,55.56364821996426,0.2862139525941639,0.713786047405836
linear,0.0,125,2427670590,1.7419883472658135,0.0,50.96249833805336,0.42468748615044466,197.93736933433414,158.00220355631018,39.93516577802395,0.20175657538708539,0.7982434246129145
linear,0.0,126,340150258,1.5296817806891785,0.0,42.15417394408154,0.35128478286734616,193.31954106738777,155.07342142715078,38.246119640236984,0.1978388704476857,0.8021611295523142
linear,0.0,127,3285645073,1.7258590558696396,0.0,53.164179352776905,0.44303482793980753,209.32345860515488,152.80027523091968,56.52318337423523,0.2700279450324507,0.7299720549675495
linear,0.0,128,2467890886,1.6031468259386108,0.0,45.750322830659684,0.38125269025549735,186.61680779518701,130.13305993648507,56.483747858701946,0.30267235050281843,0.6973276494971815
linear,0.0,129,2726094425,1.5978923078390395,0.0,54.32490698239317,0.4527075581866098,202.02695901740665,155.05110817138706,46.97585084601958,0.2325226844699085,0.7674773155300915
linear,0.0,130,2428259942,1.5833220797496004,0.0,43.50566771014727,0.3625472309178939,189.2965643499681,143.66733382242677,45.629230527541324,0.24104626877000696,0.7589537312299931
linear,0.0,131,2377605420,1.4752611229518438,0.0,49.72220135427563,0.41435167795229694,188.84508005521877,164.8233239462494,24.02175610896937,0.1272035051267703,0.8727964948732296
